event_name,fight_id,date,weight_class,win_method,win_round,win_time,name,fighter_url,colour,str,td,sub,pass,str_against,winner,loser,blue_win,win_method_bin,num_fights,wins,losses,days_since_last_fight,tko_recieved,total_tko_recieved,fight_time,total_octagon_time,last_fight_time,last_fight_tko_received,last_fight_win,last_fight_loss,last_fight_str_against,total_str,total_str_against,height_inches,weight_lbs,reach_inches,stance
UFC_Fight_Night-Dos_Anjos_vs_Lee,450,2019-05-18,Lightweight,U-DEC,3,5:00,Austin Hubbard,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed,red,44.0,0.0,0.0,0.0,63.0,0,1,1,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,70.0,155.0,71.0,Orthodox
UFC_Fight_Night-Cowboy_vs_Gaethje,287,2019-09-14,Lightweight,U-DEC,3,5:00,Austin Hubbard,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed,blue,51.0,3.0,0.0,4.0,44.0,1,0,1,DEC,1,0,1,119.0,0,0,15.0,15.0,15.0,0,0,1,63.0,44.0,63.0,70.0,155.0,71.0,Orthodox
UFC_248-Adesanya_vs_Romero,50,2020-03-07,Lightweight,U-DEC,3,5:00,Austin Hubbard,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed,red,41.0,0.0,0.0,0.0,15.0,0,1,1,DEC,2,1,1,175.0,0,0,15.0,30.0,15.0,0,1,0,44.0,95.0,107.0,70.0,155.0,71.0,Orthodox
UFC_247-Jones_vs_Reyes,103,2020-02-08,Featherweight,U-DEC,3,5:00,Austin Lingo,http://www.ufcstats.com/fighter-details/305d73ede05e31ad,blue,12.0,1.0,0.0,1.0,31.0,0,1,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,70.0,145.0,70.0,Orthodox
UFC_154-St-Pierre_vs_Condit,3483,2012-11-17,Bantamweight,"SUB, Armbar",1,2:44,Azamat Gashimov,http://www.ufcstats.com/fighter-details/a1b0715c4fd2dbd3,blue,4.0,1.0,0.0,0.0,6.0,0,1,0,SUB,0,0,0,0.0,0,0,2.066666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,66.0,125.0,66.0,Orthodox
UFC_on_FX-Belfort_vs_Rockhold,3298,2013-05-18,Flyweight,"KO/TKO, Punch",2,1:07,Azamat Gashimov,http://www.ufcstats.com/fighter-details/a1b0715c4fd2dbd3,blue,7.0,0.0,0.0,0.0,36.0,0,1,0,TKO,1,0,1,182.0,1,0,6.0,2.066666666666667,2.066666666666667,0,0,1,6.0,4.0,6.0,66.0,125.0,66.0,Orthodox
UFC_31-Locked_and_Loaded,5311,2001-05-04,Lightweight,"KO/TKO, Punches",1,4:57,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,22.0,2.0,0.0,5.0,3.0,1,0,0,TKO,0,0,0,0.0,0,0,4.083333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,69.0,155.0,70.0,Orthodox
UFC_32-Showdown_in_the_Meadowlands,5298,2001-06-29,Lightweight,"KO/TKO, Knee",1,2:42,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,6.0,0.0,0.0,0.0,1.0,1,0,0,TKO,1,1,0,56.0,0,0,2.066666666666667,4.083333333333333,4.083333333333333,0,1,0,3.0,22.0,3.0,69.0,155.0,70.0,Orthodox
UFC_34-High_Voltage,5284,2001-11-02,Lightweight,"KO/TKO, Punches",1,0:11,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,5.0,1.0,0.0,0.0,0.0,1,0,0,TKO,2,2,0,126.0,0,0,0.016666666666666666,6.15,2.066666666666667,0,1,0,1.0,28.0,4.0,69.0,155.0,70.0,Orthodox
UFC_35-Throwdown,5273,2002-01-11,Lightweight,M-DEC,5,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,49.0,7.0,2.0,2.0,38.0,0,1,0,DEC,3,3,0,70.0,0,0,25.0,6.166666666666667,0.016666666666666666,0,1,0,0.0,33.0,4.0,69.0,155.0,70.0,Orthodox
UFC_37-High_Impact,5259,2002-05-10,Lightweight,"KO/TKO, Punches",2,3:23,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,39.0,0.0,0.0,1.0,6.0,1,0,1,TKO,4,3,1,119.0,0,0,8.033333333333333,31.166666666666668,25.0,0,0,1,38.0,82.0,42.0,69.0,155.0,70.0,Orthodox
UFC_39-The_Warriors_Return,5238,2002-09-27,Lightweight,U-DEC,3,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,32.0,1.0,0.0,0.0,8.0,1,0,1,DEC,5,4,1,140.0,0,0,15.0,39.2,8.033333333333333,0,1,0,6.0,121.0,48.0,69.0,155.0,70.0,Orthodox
UFC_41-Onslaught,5222,2003-02-28,Lightweight,S-DEC,5,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,67.0,5.0,0.0,10.0,64.0,1,0,0,DEC,6,5,1,154.0,0,0,25.0,54.2,15.0,0,1,0,8.0,153.0,56.0,69.0,155.0,70.0,Orthodox
UFC_46-Supernatural,5181,2004-01-31,Welterweight,"SUB, Rear, Naked, Choke",1,4:39,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,17.0,0.0,1.0,5.0,4.0,1,0,0,SUB,7,6,1,337.0,0,0,4.05,79.2,25.0,0,1,0,64.0,220.0,120.0,69.0,155.0,70.0,Orthodox
UFC_58-USA_vs_Canada,5045,2006-03-04,Welterweight,S-DEC,3,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,37.0,1.0,1.0,0.0,59.0,0,1,1,DEC,8,7,1,763.0,0,0,15.0,83.25,4.05,0,1,0,4.0,237.0,124.0,69.0,155.0,70.0,Orthodox
UFC_63-Hughes_vs_Penn,4962,2006-09-23,Welterweight,"KO/TKO, Punches",3,3:53,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,17.0,0.0,2.0,1.0,35.0,0,1,0,TKO,9,7,2,203.0,1,0,13.083333333333334,98.25,15.0,0,0,1,59.0,274.0,183.0,69.0,155.0,70.0,Orthodox
The_Ultimate_Fighter-Team_Pulver_vs_Team_Penn_Finale,4821,2007-06-23,Lightweight,"SUB, Rear, Naked, Choke",2,3:12,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,23.0,3.0,3.0,7.0,6.0,1,0,1,SUB,10,7,3,273.0,0,1,8.016666666666666,111.33333333333333,13.083333333333334,1,0,1,35.0,291.0,218.0,69.0,155.0,70.0,Orthodox
UFC_80-Rapid_Fire,4730,2008-01-19,Lightweight,"SUB, Rear, Naked, Choke",2,4:02,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,41.0,0.0,1.0,5.0,17.0,1,0,1,SUB,11,8,3,210.0,0,1,9.0,119.35,8.016666666666666,0,1,0,6.0,314.0,224.0,69.0,155.0,70.0,Orthodox
UFC_84-Ill_Will,4668,2008-05-24,Lightweight,"KO/TKO, Flying, Knee",3,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,122.0,0.0,0.0,0.0,46.0,1,0,1,TKO,12,9,3,126.0,0,1,15.0,128.35,9.0,0,1,0,17.0,355.0,241.0,69.0,155.0,70.0,Orthodox
UFC_94-St-Pierre_vs_Penn_2,4518,2009-01-31,Welterweight,KO/TKO,4,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,16.0,0.0,0.0,0.0,92.0,0,1,0,TKO,13,10,3,252.0,1,1,20.0,143.35,15.0,0,1,0,46.0,477.0,287.0,69.0,155.0,70.0,Orthodox
UFC_101-Declaration,4410,2009-08-08,Lightweight,"SUB, Rear, Naked, Choke",4,3:54,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,57.0,1.0,1.0,4.0,19.0,1,0,1,SUB,14,10,4,189.0,0,2,18.083333333333336,163.35,20.0,1,0,1,92.0,493.0,379.0,69.0,155.0,70.0,Orthodox
UFC_107-Penn_vs_Sanchez,4323,2009-12-12,Lightweight,KO/TKO,5,2:37,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,70.0,0.0,0.0,0.0,8.0,1,0,0,TKO,15,11,4,126.0,0,2,22.05,181.43333333333334,18.083333333333336,0,1,0,19.0,550.0,398.0,69.0,155.0,70.0,Orthodox
UFC_112-Invincible,4241,2010-04-10,Lightweight,U-DEC,5,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,71.0,0.0,0.0,0.0,61.0,0,1,0,DEC,16,12,4,119.0,0,2,25.0,203.48333333333335,22.05,0,1,0,8.0,620.0,406.0,69.0,155.0,70.0,Orthodox
UFC_118-Edgar_vs_Penn_2,4155,2010-08-28,Lightweight,U-DEC,5,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,36.0,2.0,0.0,0.0,94.0,0,1,0,DEC,17,12,5,140.0,0,2,25.0,228.48333333333335,25.0,0,0,1,61.0,691.0,467.0,69.0,155.0,70.0,Orthodox
UFC_123-Rampage_vs_Machida,4093,2010-11-20,Welterweight,"KO/TKO, Punch",1,0:21,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,7.0,0.0,0.0,0.0,3.0,1,0,0,TKO,18,12,6,84.0,0,2,0.03333333333333333,253.48333333333335,25.0,0,0,1,94.0,727.0,561.0,69.0,155.0,70.0,Orthodox
UFC_127-Penn_vs_Fitch,4025,2011-02-26,Welterweight,M-DEC,3,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,12.0,2.0,1.0,2.0,47.0,1,0,1,DEC,19,13,6,98.0,0,2,15.0,253.51666666666668,0.03333333333333333,0,1,0,3.0,734.0,564.0,69.0,155.0,70.0,Orthodox
UFC_137-Penn_vs_Diaz,3834,2011-10-29,Welterweight,U-DEC,3,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,88.0,1.0,0.0,1.0,178.0,0,1,0,DEC,20,14,6,245.0,0,2,15.0,268.51666666666665,15.0,0,1,0,47.0,746.0,611.0,69.0,155.0,70.0,Orthodox
UFC_on_FOX-Henderson_vs_Diaz,3464,2012-12-08,Welterweight,U-DEC,3,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,24.0,0.0,0.0,0.0,116.0,0,1,0,DEC,21,14,7,406.0,0,2,15.0,283.51666666666665,15.0,0,0,1,178.0,834.0,789.0,69.0,155.0,70.0,Orthodox
The_Ultimate_Fighter-Team_Edgar_vs_Team_Penn_Finale,2779,2014-07-06,Featherweight,"KO/TKO, Punches",3,4:16,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,13.0,0.0,0.0,0.0,90.0,0,1,1,TKO,22,14,8,575.0,1,2,14.016666666666667,298.51666666666665,15.0,0,0,1,116.0,858.0,905.0,69.0,155.0,70.0,Orthodox
UFC_Fight_Night-Rodriguez_vs_Penn,1562,2017-01-15,Featherweight,"KO/TKO, Punches",2,0:24,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,4.0,0.0,0.0,0.0,55.0,0,1,0,TKO,23,14,9,924.0,1,3,5.033333333333333,312.5333333333333,14.016666666666667,1,0,1,90.0,871.0,995.0,69.0,155.0,70.0,Orthodox
UFC_Fight_Night-Chiesa_vs_Lee,1377,2017-06-25,Featherweight,M-DEC,3,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,57.0,0.0,0.0,1.0,103.0,0,1,0,DEC,24,14,10,161.0,0,4,15.0,317.56666666666666,5.033333333333333,1,0,1,55.0,875.0,1050.0,69.0,155.0,70.0,Orthodox
UFC_232-Jones_vs_Gustafsson_2,651,2018-12-29,Lightweight,"SUB, Heel, Hook",1,2:46,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,red,3.0,0.0,0.0,0.0,6.0,0,1,1,SUB,25,14,11,552.0,0,4,2.066666666666667,332.56666666666666,15.0,0,0,1,103.0,932.0,1153.0,69.0,155.0,70.0,Orthodox
UFC_237-Namajunas_vs_Andrade,466,2019-05-11,Lightweight,U-DEC,3,5:00,BJ Penn,http://www.ufcstats.com/fighter-details/73c7cfa551289285,blue,64.0,0.0,0.0,0.0,80.0,0,1,0,DEC,26,14,12,133.0,0,4,15.0,334.6333333333333,2.066666666666667,0,0,1,6.0,935.0,1159.0,69.0,155.0,70.0,Orthodox
The_Ultimate_Fighter-A_New_World_Champion_Finale,1166,2017-12-01,Women's Flyweight,S-DEC,3,5:00,Barb Honchak,http://www.ufcstats.com/fighter-details/472f6f6e6d962f40,blue,71.0,0.0,2.0,0.0,59.0,0,1,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,64.0,125.0,65.0,Orthodox
The_Ultimate_Fighter-Undefeated_Finale,897,2018-07-06,Women's Flyweight,"KO/TKO, Elbows",2,3:32,Barb Honchak,http://www.ufcstats.com/fighter-details/472f6f6e6d962f40,red,24.0,0.0,0.0,0.0,51.0,0,1,1,TKO,1,0,1,217.0,1,0,8.05,15.0,15.0,0,0,1,59.0,71.0,59.0,64.0,125.0,65.0,Orthodox
UFC_137-Penn_vs_Diaz,3840,2011-10-29,Featherweight,"KO/TKO, Punches",1,2:45,Bart Palaszewski,http://www.ufcstats.com/fighter-details/4304992c2acc187b,red,17.0,0.0,0.0,0.0,6.0,1,0,0,TKO,0,0,0,0.0,0,0,2.066666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,69.0,145.0,70.0,Orthodox
UFC_144-Edgar_vs_Henderson,3713,2012-02-25,Featherweight,U-DEC,3,5:00,Bart Palaszewski,http://www.ufcstats.com/fighter-details/4304992c2acc187b,blue,26.0,0.0,1.0,0.0,67.0,0,1,0,DEC,1,1,0,119.0,0,0,15.0,2.066666666666667,2.066666666666667,0,1,0,6.0,17.0,6.0,69.0,145.0,70.0,Orthodox
UFC_on_FX-Browne_vs_Bigfoot,3514,2012-10-05,Featherweight,U-DEC,3,5:00,Bart Palaszewski,http://www.ufcstats.com/fighter-details/4304992c2acc187b,blue,37.0,0.0,2.0,0.0,61.0,0,1,0,DEC,2,1,1,223.0,0,0,15.0,17.066666666666666,15.0,0,0,1,67.0,43.0,73.0,69.0,145.0,70.0,Orthodox
The_Ultimate_Fighter-Team_Jones_vs_Team_Sonnen_Finale,3333,2013-04-13,Featherweight,"SUB, Rear, Naked, Choke",1,4:23,Bart Palaszewski,http://www.ufcstats.com/fighter-details/4304992c2acc187b,red,18.0,0.0,0.0,0.0,5.0,0,1,1,SUB,3,1,2,190.0,0,0,4.033333333333333,32.06666666666666,15.0,0,0,1,61.0,80.0,134.0,69.0,145.0,70.0,Orthodox
UFC_Fight_Night-Gonzaga_vs_Cro_Cop_2,2421,2015-04-11,Middleweight,U-DEC,3,5:00,Bartosz Fabinski,http://www.ufcstats.com/fighter-details/e17ac6410c8377f4,red,41.0,10.0,0.0,7.0,13.0,1,0,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,72.0,170.0,75.0,Orthodox
UFC_Fight_Night-Magny_vs_Gastelum,2132,2015-11-21,Welterweight,U-DEC,3,5:00,Bartosz Fabinski,http://www.ufcstats.com/fighter-details/e17ac6410c8377f4,red,25.0,6.0,0.0,9.0,10.0,1,0,0,DEC,1,1,0,224.0,0,0,15.0,15.0,15.0,0,1,0,13.0,41.0,13.0,72.0,170.0,75.0,Orthodox
UFC_Fight_Night-Shogun_vs_Smith,863,2018-07-22,Welterweight,U-DEC,3,5:00,Bartosz Fabinski,http://www.ufcstats.com/fighter-details/e17ac6410c8377f4,blue,35.0,6.0,0.0,8.0,21.0,1,0,1,DEC,2,2,0,974.0,0,0,15.0,30.0,15.0,0,1,0,10.0,66.0,23.0,72.0,170.0,75.0,Orthodox
UFC_Fight_Night-Magny_vs_Ponzinibbio,724,2018-11-17,Welterweight,"SUB, Guillotine, Choke",1,1:02,Bartosz Fabinski,http://www.ufcstats.com/fighter-details/e17ac6410c8377f4,red,1.0,0.0,0.0,0.0,18.0,0,1,1,SUB,3,3,0,118.0,0,0,1.0,45.0,15.0,0,1,0,21.0,101.0,44.0,72.0,170.0,75.0,Orthodox
UFC_18-The_Road_to_the_Heavyweight_Title,5401,1999-01-08,Heavyweight,"KO/TKO, Punches",2,2:15,Bas Rutten,http://www.ufcstats.com/fighter-details/03688dc3c3af3ac1,blue,31.0,0.0,0.0,0.0,23.0,1,0,1,TKO,0,0,0,0.0,0,0,7.016666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,73.0,205.0,,Orthodox
UFC_20-Battle_for_the_Gold,5387,1999-05-07,Heavyweight,S-DEC,3,3:00,Bas Rutten,http://www.ufcstats.com/fighter-details/03688dc3c3af3ac1,red,18.0,0.0,1.0,0.0,20.0,1,0,0,DEC,1,1,0,119.0,0,0,13.0,7.016666666666667,7.016666666666667,0,1,0,23.0,31.0,23.0,73.0,205.0,,Orthodox
UFC_Fight_Night-Gustafsson_vs_Smith,442,2019-06-01,Women's Bantamweight,"SUB, Rear, Naked, Choke",2,1:59,Bea Malecki,http://www.ufcstats.com/fighter-details/b60c980f79b87ce8,red,19.0,0.0,2.0,1.0,42.0,1,0,0,SUB,0,0,0,0.0,0,0,6.083333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,69.0,135.0,74.0,Orthodox
UFC_Fight_Night-Lee_vs_Oliveira,43,2020-03-14,Women's Bantamweight,U-DEC,3,5:00,Bea Malecki,http://www.ufcstats.com/fighter-details/b60c980f79b87ce8,red,130.0,0.0,0.0,2.0,93.0,1,0,0,DEC,1,1,0,287.0,0,0,15.0,6.083333333333333,6.083333333333333,0,1,0,42.0,19.0,42.0,69.0,135.0,74.0,Orthodox
The_Ultimate_Fighter-A_Champion_Will_Be_Crowned_Finale,2570,2014-12-12,Women's Strawweight,U-DEC,3,5:00,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,red,69.0,0.0,0.0,0.0,56.0,0,1,1,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,66.0,125.0,64.0,Orthodox
UFC_Fight_Night-Miocic_vs_Hunt,2388,2015-05-09,Women's Strawweight,"SUB, Rear, Naked, Choke",1,4:09,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,blue,21.0,0.0,1.0,2.0,7.0,1,0,1,SUB,1,0,1,148.0,0,0,4.0,15.0,15.0,0,0,1,56.0,69.0,56.0,66.0,125.0,64.0,Orthodox
UFC_Fight_Night-Hunt_vs_Mir,1972,2016-03-19,Women's Strawweight,U-DEC,3,5:00,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,red,77.0,1.0,0.0,1.0,92.0,1,0,0,DEC,2,1,1,315.0,0,0,15.0,19.0,4.0,0,1,0,7.0,90.0,63.0,66.0,125.0,64.0,Orthodox
UFC_on_FOX-Maia_vs_Condit,1766,2016-08-27,Women's Strawweight,"KO/TKO, Kick",2,0:17,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,blue,21.0,0.0,0.0,0.0,25.0,0,1,0,TKO,3,2,1,161.0,1,0,5.016666666666667,34.0,15.0,0,1,0,92.0,167.0,155.0,66.0,125.0,64.0,Orthodox
UFC_Fight_Night-Bermudez_vs_The_Korean_Zombie,1547,2017-02-04,Women's Strawweight,U-DEC,3,5:00,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,blue,37.0,1.0,0.0,0.0,81.0,0,1,0,DEC,4,2,2,161.0,0,1,15.0,39.016666666666666,5.016666666666667,1,0,1,25.0,188.0,180.0,66.0,125.0,64.0,Orthodox
UFC_Fight_Night-Werdum_vs_Tybura,1188,2017-11-18,Women's Flyweight,S-DEC,3,5:00,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,red,65.0,2.0,1.0,2.0,101.0,0,1,1,DEC,5,2,3,287.0,0,1,15.0,54.016666666666666,15.0,0,0,1,81.0,225.0,261.0,66.0,125.0,64.0,Orthodox
UFC_223-Khabib_vs_Iaquinta,1012,2018-04-07,Women's Flyweight,U-DEC,3,5:00,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,blue,88.0,0.0,0.0,0.0,116.0,0,1,0,DEC,6,2,4,140.0,0,1,15.0,69.01666666666667,15.0,0,0,1,101.0,290.0,362.0,66.0,125.0,64.0,Orthodox
UFC_Fight_Night-Dos_Anjos_vs_Alvarez,1858,2016-07-07,Welterweight,U-DEC,3,5:00,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,blue,77.0,2.0,0.0,0.0,86.0,0,1,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,71.0,170.0,72.0,Orthodox
UFC_Fight_Night-Poirier_vs_Johnson,1738,2016-09-17,Welterweight,"KO/TKO, Punches",3,4:19,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,red,66.0,3.0,0.0,5.0,67.0,1,0,0,TKO,1,0,1,72.0,0,0,14.016666666666667,15.0,15.0,0,0,1,86.0,77.0,86.0,71.0,170.0,72.0,Orthodox
UFC_205-Alvarez_vs_McGregor,1679,2016-11-12,Welterweight,"KO/TKO, Punches",1,1:19,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,blue,3.0,0.0,0.0,0.0,9.0,0,1,0,TKO,2,1,1,56.0,1,0,1.0166666666666666,29.016666666666666,14.016666666666667,0,1,0,67.0,143.0,153.0,71.0,170.0,72.0,Orthodox
UFC_208-Holm_vs_De_Randamie,1533,2017-02-11,Welterweight,U-DEC,3,5:00,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,blue,71.0,2.0,0.0,2.0,52.0,1,0,1,DEC,3,1,2,91.0,0,1,15.0,30.03333333333333,1.0166666666666666,1,0,1,9.0,146.0,162.0,71.0,170.0,72.0,Orthodox
UFC_213-Romero_vs_Whittaker,1358,2017-07-08,Welterweight,U-DEC,3,5:00,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,red,45.0,4.0,0.0,3.0,36.0,1,0,0,DEC,4,2,2,147.0,0,1,15.0,45.03333333333333,15.0,0,1,0,52.0,217.0,214.0,71.0,170.0,72.0,Orthodox
UFC_Fight_Night-Werdum_vs_Tybura,1189,2017-11-18,Welterweight,S-DEC,3,5:00,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,blue,88.0,1.0,0.0,1.0,91.0,1,0,1,DEC,5,3,2,133.0,0,1,15.0,60.03333333333333,15.0,0,1,0,36.0,262.0,250.0,71.0,170.0,72.0,Orthodox
UFC_Fight_Night-Rivera_vs_Moraes,939,2018-06-01,Welterweight,U-DEC,3,5:00,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,red,70.0,3.0,1.0,1.0,16.0,1,0,0,DEC,6,4,2,195.0,0,1,15.0,75.03333333333333,15.0,0,1,0,91.0,350.0,341.0,71.0,170.0,72.0,Orthodox
UFC_Fight_Night-Cejudo_vs_Dillashaw,641,2019-01-19,Welterweight,U-DEC,3,5:00,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,red,63.0,0.0,0.0,0.0,71.0,0,1,1,DEC,7,5,2,232.0,0,1,15.0,90.03333333333333,15.0,0,1,0,16.0,420.0,357.0,71.0,170.0,72.0,Orthodox
UFC_236-Holloway_vs_Poirier_2,515,2019-04-13,Welterweight,U-DEC,3,5:00,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,red,47.0,2.0,0.0,6.0,48.0,1,0,0,DEC,8,5,3,84.0,0,1,15.0,105.03333333333333,15.0,0,0,1,71.0,483.0,428.0,71.0,170.0,72.0,Orthodox
UFC_242-Khabib_vs_Poirier,297,2019-09-07,Welterweight,"SUB, Rear, Naked, Choke",3,1:55,Belal Muhammad,http://www.ufcstats.com/fighter-details/b1b0729d27936f2f,red,49.0,2.0,1.0,2.0,29.0,1,0,0,SUB,9,6,3,147.0,0,1,11.083333333333334,120.03333333333333,15.0,0,1,0,48.0,530.0,476.0,71.0,170.0,72.0,Orthodox
UFC_235-Jones_vs_Smith,571,2019-03-02,Welterweight,"SUB, Other, -, Choke",1,3:20,Ben Askren,http://www.ufcstats.com/fighter-details/0b31f87be71ebbb1,red,0.0,1.0,1.0,0.0,26.0,1,0,0,SUB,0,0,0,0.0,0,0,3.033333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,71.0,170.0,73.0,Orthodox
UFC_239-Jones_vs_Santos,387,2019-07-06,Welterweight,"KO/TKO, Flying, Knee",1,0:05,Ben Askren,http://www.ufcstats.com/fighter-details/0b31f87be71ebbb1,blue,0.0,0.0,0.0,0.0,3.0,0,1,0,TKO,1,1,0,126.0,1,0,0.0,3.033333333333333,3.033333333333333,0,1,0,26.0,0.0,26.0,71.0,170.0,73.0,Orthodox
UFC_Fight_Night-Maia_vs_Askren,202,2019-10-26,Welterweight,"SUB, Rear, Naked, Choke",3,3:54,Ben Askren,http://www.ufcstats.com/fighter-details/0b31f87be71ebbb1,blue,63.0,4.0,0.0,1.0,69.0,0,1,0,SUB,2,1,1,112.0,0,1,13.083333333333334,3.033333333333333,0.0,1,0,1,3.0,0.0,29.0,71.0,170.0,73.0,Orthodox
UFC_28-High_Stakes,5334,2000-11-17,Welterweight,U-DEC,2,5:00,Ben Earwood,http://www.ufcstats.com/fighter-details/ee457ef1e1c326c1,blue,5.0,2.0,0.0,4.0,2.0,1,0,1,DEC,0,0,0,0.0,0,0,10.0,0.0,0.0,0,0,0,0.0,0.0,0.0,68.0,170.0,,Orthodox
UFC_Fight_Night-Miocic_vs_Hunt,2392,2015-05-09,Flyweight,"KO/TKO, Punch",1,4:59,Ben Nguyen,http://www.ufcstats.com/fighter-details/840d2c82ea68b9aa,blue,27.0,0.0,0.0,0.0,15.0,1,0,1,TKO,0,0,0,0.0,0,0,4.083333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,65.0,125.0,65.0,Switch
UFC_193-Rousey_vs_Holm,2150,2015-11-14,Flyweight,"SUB, Rear, Naked, Choke",1,2:35,Ben Nguyen,http://www.ufcstats.com/fighter-details/840d2c82ea68b9aa,red,11.0,0.0,2.0,2.0,1.0,1,0,0,SUB,1,1,0,189.0,0,0,2.05,4.083333333333333,4.083333333333333,0,1,0,15.0,27.0,15.0,65.0,125.0,65.0,Switch
UFC_Fight_Night-McDonald_vs_Lineker,1825,2016-07-13,Flyweight,"KO/TKO, Elbows",2,4:41,Ben Nguyen,http://www.ufcstats.com/fighter-details/840d2c82ea68b9aa,blue,4.0,0.0,1.0,1.0,82.0,0,1,0,TKO,2,2,0,242.0,1,0,9.066666666666666,6.133333333333333,2.05,0,1,0,1.0,38.0,16.0,65.0,125.0,65.0,Switch
UFC_Fight_Night-Whittaker_vs_Brunson,1642,2016-11-26,Flyweight,U-DEC,3,5:00,Ben Nguyen,http://www.ufcstats.com/fighter-details/840d2c82ea68b9aa,blue,105.0,0.0,0.0,0.0,22.0,1,0,1,DEC,3,2,1,136.0,0,1,15.0,15.2,9.066666666666666,1,0,1,82.0,42.0,98.0,65.0,125.0,65.0,Switch
