event_name,fight_id,date,weight_class,win_method,win_round,win_time,name,fighter_url,colour,str,td,sub,pass,str_against,winner,loser,blue_win,win_method_bin,num_fights,wins,losses,days_since_last_fight,tko_recieved,total_tko_recieved,fight_time,total_octagon_time,last_fight_time,last_fight_tko_received,last_fight_win,last_fight_loss,last_fight_str_against,total_str,total_str_against,height_inches,weight_lbs,reach_inches,stance
UFC_Fight_Night-Benavidez_vs_Figueiredo,65,2020-02-29,Featherweight,"KO/TKO, Punches",1,1:25,Aalon Cruz,http://www.ufcstats.com/fighter-details/003d82fa384ca1d0,red,2.0,0.0,0.0,0.0,20.0,0,1,1,TKO,0,0,0,0.0,1,0,1.0333333333333334,0.0,0.0,0,0,0,0.0,0.0,0.0,72.0,145.0,78.0,Switch
UFC_28-High_Stakes,5331,2000-11-17,Heavyweight,"SUB, Armbar",1,0:55,Aaron Brink,http://www.ufcstats.com/fighter-details/cf1a88371c8cb690,red,0.0,0.0,0.0,0.0,2.0,0,1,1,SUB,0,0,0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,75.0,205.0,,Orthodox
UFC_173-Barao_vs_Dillashaw,2875,2014-05-24,Featherweight,U-DEC,3,5:00,Aaron Phillips,http://www.ufcstats.com/fighter-details/34c2b3656f88f7ef,blue,18.0,0.0,1.0,1.0,37.0,0,1,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,69.0,135.0,70.0,Southpaw
UFC_Fight_Night-Henderson_vs_Dos_Anjos,2723,2014-08-23,Bantamweight,U-DEC,3,5:00,Aaron Phillips,http://www.ufcstats.com/fighter-details/34c2b3656f88f7ef,blue,38.0,0.0,0.0,0.0,63.0,0,1,0,DEC,1,0,1,91.0,0,0,15.0,15.0,15.0,0,0,1,37.0,18.0,37.0,69.0,135.0,70.0,Southpaw
UFC_37-High_Impact,5264,2002-05-10,Welterweight,U-DEC,3,5:00,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,red,55.0,0.0,1.0,1.0,64.0,0,1,1,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,68.0,155.0,69.0,Southpaw
UFC_Fight_Night_3,5066,2006-01-16,Welterweight,KO/TKO,1,5:00,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,blue,9.0,2.0,0.0,1.0,25.0,0,1,0,TKO,1,0,1,1347.0,1,0,5.0,15.0,15.0,0,0,1,64.0,55.0,64.0,68.0,155.0,69.0,Southpaw
UFC_91-Couture_vs_Lesnar,4573,2008-11-15,Lightweight,U-DEC,3,5:00,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,red,98.0,1.0,0.0,0.0,70.0,1,0,0,DEC,2,0,2,1034.0,0,1,15.0,20.0,5.0,1,0,1,25.0,64.0,89.0,68.0,155.0,69.0,Southpaw
UFC_96-Jackson_vs_Jardine,4497,2009-03-07,Lightweight,"KO/TKO, Punch",1,0:44,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,red,4.0,0.0,0.0,0.0,5.0,0,1,1,TKO,3,1,2,112.0,1,1,0.06666666666666667,35.0,15.0,0,1,0,70.0,162.0,159.0,68.0,155.0,69.0,Southpaw
UFC_101-Declaration,4412,2009-08-08,Lightweight,U-DEC,3,5:00,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,red,50.0,2.0,0.0,1.0,28.0,1,0,0,DEC,4,1,3,154.0,0,2,15.0,35.06666666666667,0.06666666666666667,1,0,1,5.0,166.0,164.0,68.0,155.0,69.0,Southpaw
UFC_105-Couture_vs_Vera,4358,2009-11-14,Lightweight,KO/TKO,2,4:38,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,blue,15.0,0.0,0.0,0.0,59.0,0,1,0,TKO,5,2,3,98.0,1,2,9.05,50.06666666666667,15.0,0,1,0,28.0,216.0,192.0,68.0,155.0,69.0,Southpaw
UFC_114-Rampage_vs_Evans,4227,2010-05-29,Lightweight,U-DEC,3,5:00,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,red,46.0,3.0,0.0,4.0,37.0,1,0,0,DEC,6,2,4,196.0,0,3,15.0,59.116666666666674,9.05,1,0,1,59.0,231.0,251.0,68.0,155.0,69.0,Southpaw
UFC_135-Jones_vs_Rampage,3871,2011-09-24,Lightweight,KO/TKO,1,5:00,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,blue,11.0,0.0,0.0,0.0,31.0,0,1,0,TKO,7,3,4,483.0,1,3,5.0,74.11666666666667,15.0,0,1,0,37.0,277.0,288.0,68.0,155.0,69.0,Southpaw
UFC_on_FOX-Johnson_vs_Moraga,3240,2013-07-27,Lightweight,S-DEC,3,5:00,Aaron Riley,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,red,26.0,0.0,0.0,0.0,54.0,0,1,1,DEC,8,3,5,672.0,0,4,15.0,79.11666666666667,5.0,1,0,1,31.0,288.0,319.0,68.0,155.0,69.0,Southpaw
UFC_131-Dos_Santos_vs_Carwin,3955,2011-06-11,Heavyweight,"KO/TKO, Punches",3,1:26,Aaron Rosa,http://www.ufcstats.com/fighter-details/11f8860028b68fcf,blue,73.0,0.0,0.0,0.0,88.0,0,1,0,TKO,0,0,0,0.0,1,0,11.033333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,76.0,205.0,78.0,Orthodox
UFC_on_FOX-Velasquez_vs_Dos_Santos,3823,2011-11-12,Light Heavyweight,M-DEC,3,5:00,Aaron Rosa,http://www.ufcstats.com/fighter-details/11f8860028b68fcf,red,59.0,0.0,0.0,0.0,19.0,1,0,0,DEC,1,0,1,154.0,0,1,15.0,11.033333333333333,11.033333333333333,1,0,1,88.0,73.0,88.0,76.0,205.0,78.0,Orthodox
UFC_on_FX-Alves_vs_Kampmann,3701,2012-03-02,Light Heavyweight,"KO/TKO, Punches",1,2:08,Aaron Rosa,http://www.ufcstats.com/fighter-details/11f8860028b68fcf,red,0.0,0.0,0.0,0.0,22.0,0,1,1,TKO,2,1,1,111.0,1,1,2.0,26.03333333333333,15.0,0,1,0,19.0,132.0,107.0,76.0,205.0,78.0,Orthodox
UFC_Fight_Night-Condit_vs_Kampmann,4487,2009-04-01,Middleweight,"KO/TKO, Punches",1,1:40,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,blue,16.0,1.0,0.0,0.0,1.0,1,0,1,TKO,0,0,0,0.0,0,0,1.0666666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,72.0,170.0,73.0,Orthodox
UFC_102-Couture_vs_Nogueira,4404,2009-08-29,Middleweight,KO/TKO,2,0:17,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,blue,25.0,3.0,0.0,0.0,7.0,1,0,1,TKO,1,1,0,150.0,0,0,5.016666666666667,1.0666666666666667,1.0666666666666667,0,1,0,1.0,16.0,1.0,72.0,170.0,73.0,Orthodox
UFC_Fight_Night-Maynard_vs_Diaz,4304,2010-01-11,Middleweight,S-DEC,3,5:00,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,red,36.0,2.0,0.0,3.0,52.0,1,0,0,DEC,2,2,0,135.0,0,0,15.0,6.083333333333333,5.016666666666667,0,1,0,7.0,41.0,8.0,72.0,170.0,73.0,Orthodox
The_Ultimate_Fighter-Team_Liddell_vs_Team_Ortiz_Finale,4199,2010-06-19,Middleweight,"KO/TKO, Punches",2,4:17,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,blue,43.0,2.0,1.0,1.0,42.0,0,1,0,TKO,3,3,0,159.0,1,0,9.016666666666666,21.083333333333332,15.0,0,1,0,52.0,77.0,60.0,72.0,170.0,73.0,Orthodox
UFC_123-Rampage_vs_Machida,4098,2010-11-20,Middleweight,U-DEC,3,5:00,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,red,43.0,5.0,0.0,0.0,76.0,0,1,1,DEC,4,3,1,154.0,0,1,15.0,30.099999999999998,9.016666666666666,1,0,1,42.0,120.0,102.0,72.0,170.0,73.0,Orthodox
UFC_Fight_Night-Nogueira_vs_Davis,4000,2011-03-26,Middleweight,U-DEC,3,5:00,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,blue,59.0,10.0,0.0,4.0,14.0,1,0,1,DEC,5,3,2,126.0,0,1,15.0,45.099999999999994,15.0,0,0,1,76.0,163.0,178.0,72.0,170.0,73.0,Orthodox
UFC_132-Cruz_vs_Faber,3931,2011-07-02,Middleweight,U-DEC,3,5:00,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,blue,43.0,2.0,2.0,0.0,13.0,1,0,1,DEC,6,4,2,98.0,0,1,15.0,60.099999999999994,15.0,0,1,0,14.0,222.0,192.0,72.0,170.0,73.0,Orthodox
UFC_136-Edgar_vs_Maynard_3,3854,2011-10-08,Middleweight,U-DEC,3,5:00,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,red,58.0,0.0,0.0,0.0,14.0,1,0,0,DEC,7,5,2,98.0,0,1,15.0,75.1,15.0,0,1,0,13.0,265.0,205.0,72.0,170.0,73.0,Orthodox
UFC_on_FUEL_TV-Sanchez_vs_Ellenberger,3722,2012-02-15,Middleweight,S-DEC,3,5:00,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,red,55.0,0.0,0.0,0.0,62.0,0,1,1,DEC,8,6,2,130.0,0,1,15.0,90.1,15.0,0,1,0,14.0,323.0,219.0,72.0,170.0,73.0,Orthodox
UFC_on_FUEL_TV-Munoz_vs_Weidman,3572,2012-07-11,Welterweight,U-DEC,3,5:00,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,red,48.0,6.0,0.0,3.0,29.0,1,0,0,DEC,9,6,3,147.0,0,1,15.0,105.1,15.0,0,0,1,62.0,378.0,281.0,72.0,170.0,73.0,Orthodox
UFC_on_FX-Browne_vs_Bigfoot,3511,2012-10-05,Welterweight,"KO/TKO, Punch",2,0:29,Aaron Simpson,http://www.ufcstats.com/fighter-details/d5f820c11a121050,red,28.0,1.0,1.0,1.0,10.0,0,1,1,TKO,10,7,3,86.0,1,1,5.033333333333333,120.1,15.0,0,1,0,29.0,426.0,310.0,72.0,170.0,73.0,Orthodox
The_Ultimate_Fighter-Team_GSP_vs_Team_Koscheck_Finale,4086,2010-12-04,Lightweight,"SUB, Guillotine, Choke",1,2:03,Aaron Wilkinson,http://www.ufcstats.com/fighter-details/338a11d3674eb2d4,blue,0.0,1.0,0.0,0.0,0.0,0,1,0,SUB,0,0,0,0.0,0,0,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,70.0,155.0,,
UFC_Fight_Night-Mousasi_vs_Hall_2,1670,2016-11-19,Welterweight,"KO/TKO, Punch",1,0:53,Abdul Razak Alhassan,http://www.ufcstats.com/fighter-details/eae431e70064e046,red,12.0,0.0,0.0,0.0,2.0,1,0,0,TKO,0,0,0,0.0,0,0,0.08333333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,70.0,170.0,73.0,Orthodox
UFC_Fight_Night-Gustafsson_vs_Teixeira,1423,2017-05-28,Welterweight,S-DEC,3,5:00,Abdul Razak Alhassan,http://www.ufcstats.com/fighter-details/eae431e70064e046,red,43.0,0.0,0.0,0.0,52.0,0,1,1,DEC,1,1,0,190.0,0,0,15.0,0.08333333333333333,0.08333333333333333,0,1,0,2.0,12.0,2.0,70.0,170.0,73.0,Orthodox
UFC_218-Holloway_vs_Aldo_2,1161,2017-12-02,Welterweight,"KO/TKO, Punches",1,4:21,Abdul Razak Alhassan,http://www.ufcstats.com/fighter-details/eae431e70064e046,red,27.0,1.0,0.0,0.0,39.0,1,0,0,TKO,2,1,1,188.0,0,0,4.033333333333333,15.083333333333334,15.0,0,0,1,52.0,55.0,54.0,70.0,170.0,73.0,Orthodox
UFC_220-Miocic_vs_Ngannou,1101,2018-01-20,Welterweight,"KO/TKO, Punch",1,3:47,Abdul Razak Alhassan,http://www.ufcstats.com/fighter-details/eae431e70064e046,blue,13.0,0.0,0.0,0.0,8.0,1,0,1,TKO,3,2,1,49.0,0,0,3.066666666666667,19.116666666666667,4.033333333333333,0,1,0,39.0,82.0,93.0,70.0,170.0,73.0,Orthodox
UFC_228-Woodley_vs_Till,809,2018-09-08,Welterweight,"KO/TKO, Punches",1,0:43,Abdul Razak Alhassan,http://www.ufcstats.com/fighter-details/eae431e70064e046,red,15.0,0.0,0.0,0.0,4.0,1,0,0,TKO,4,3,1,231.0,0,0,0.06666666666666667,22.183333333333334,3.066666666666667,0,1,0,8.0,95.0,101.0,70.0,170.0,73.0,Orthodox
UFC_Fight_Night-Volkov_vs_Struve,1299,2017-09-02,Light Heavyweight,"KO/TKO, Punches",2,2:32,Abdul-Kerim Edilov,http://www.ufcstats.com/fighter-details/37e03538c960bac6,red,77.0,2.0,1.0,0.0,1.0,1,0,0,TKO,0,0,0,0.0,0,0,7.05,0.0,0.0,0,0,0,0.0,0.0,0.0,74.0,205.0,78.0,Orthodox
UFC_on_FOX-Henderson_vs_Diaz,3470,2012-12-08,Lightweight,"KO/TKO, Knees",2,3:56,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,red,57.0,1.0,2.0,0.0,9.0,1,0,0,TKO,0,0,0,0.0,0,0,8.083333333333332,0.0,0.0,0,0,0,0.0,0.0,0.0,68.0,155.0,70.0,Orthodox
UFC_160-Velasquez_vs_Silva_2,3284,2013-05-25,Lightweight,U-DEC,3,5:00,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,red,11.0,1.0,0.0,1.0,23.0,0,1,1,DEC,1,1,0,168.0,0,0,15.0,8.083333333333332,8.083333333333332,0,1,0,9.0,57.0,9.0,68.0,155.0,70.0,Orthodox
UFC_Fight_Night-Condit_vs_Kampmann_2,3204,2013-08-28,Lightweight,CNC,2,4:57,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,blue,50.0,1.0,0.0,1.0,43.0,0,1,0,CNC,2,1,1,95.0,0,0,9.083333333333332,23.083333333333332,15.0,0,0,1,23.0,68.0,32.0,68.0,155.0,70.0,Orthodox
UFC_on_FOX-Johnson_vs_Benavidez_2,3063,2013-12-14,Lightweight,"KO/TKO, Punches",2,1:35,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,blue,43.0,5.0,0.0,2.0,9.0,1,0,1,TKO,3,1,2,108.0,0,0,6.05,32.166666666666664,9.083333333333332,0,0,1,43.0,118.0,75.0,68.0,155.0,70.0,Orthodox
UFC_169-Barao_vs_Faber_2,3002,2014-02-01,Lightweight,"KO/TKO, Punch",2,2:32,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,blue,18.0,0.0,0.0,0.0,36.0,1,0,1,TKO,4,2,2,49.0,0,0,7.05,38.21666666666666,6.05,0,1,0,9.0,161.0,84.0,68.0,155.0,70.0,Orthodox
UFC_181-Hendricks_vs_Lawler_II,2579,2014-12-06,Lightweight,"SUB, Rear, Naked, Choke",2,4:19,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,blue,15.0,2.0,0.0,0.0,20.0,0,1,0,SUB,5,3,2,308.0,0,0,9.016666666666666,45.26666666666666,7.05,0,1,0,36.0,179.0,120.0,68.0,155.0,70.0,Orthodox
UFC_Fight_Night-Belfort_vs_Henderson_3,2157,2015-11-07,Lightweight,"DQ, Rear, Naked, Choke",1,1:45,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,blue,0.0,0.0,0.0,0.0,3.0,1,0,1,"DQ, Rear, Naked, Choke",6,3,3,336.0,0,0,1.0666666666666667,54.283333333333324,9.016666666666666,0,0,1,20.0,194.0,140.0,68.0,155.0,70.0,Orthodox
UFC_195-Lawler_vs_Condit,2059,2016-01-02,Lightweight,"SUB, Guillotine, Choke",1,3:18,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,red,4.0,0.0,1.0,0.0,5.0,1,0,0,SUB,7,4,3,56.0,0,0,3.0166666666666666,55.349999999999994,1.0666666666666667,0,1,0,3.0,194.0,143.0,68.0,155.0,70.0,Orthodox
UFC_Fight_Night-Almeida_vs_Garbrandt,1901,2016-05-29,Lightweight,U-DEC,3,5:00,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,red,35.0,3.0,0.0,0.0,18.0,1,0,0,DEC,8,5,3,148.0,0,0,15.0,58.36666666666666,3.0166666666666666,0,1,0,5.0,198.0,148.0,68.0,155.0,70.0,Orthodox
UFC_Fight_Night-Bermudez_vs_The_Korean_Zombie,1540,2017-02-04,Lightweight,"SUB, D'Arce, Choke",3,0:49,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,blue,11.0,1.0,0.0,0.0,25.0,0,1,0,SUB,9,6,3,251.0,0,0,10.066666666666666,73.36666666666666,15.0,0,1,0,18.0,233.0,166.0,68.0,155.0,70.0,Orthodox
UFC_Fight_Night-Lawler_vs_Dos_Anjos,1135,2017-12-16,Lightweight,U-DEC,3,5:00,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,blue,29.0,1.0,0.0,0.0,47.0,0,1,0,DEC,10,6,4,315.0,0,0,15.0,83.43333333333332,10.066666666666666,0,0,1,25.0,244.0,191.0,68.0,155.0,70.0,Orthodox
The_Ultimate_Fighter-Team_McGregor_vs_Team_Faber_Finale,2101,2015-12-11,Lightweight,U-DEC,3,5:00,Abner Lloveras,http://www.ufcstats.com/fighter-details/6448e57a9533b7e4,red,94.0,2.0,0.0,1.0,103.0,0,1,1,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,71.0,155.0,71.0,
UFC_Fight_Night-Shogun_vs_Smith,858,2018-07-22,Middleweight,U-DEC,3,5:00,Abu Azaitar,http://www.ufcstats.com/fighter-details/46d0a888d87d91ac,red,48.0,1.0,0.0,2.0,19.0,1,0,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,69.0,185.0,76.0,Orthodox
UFC_Fight_Night-Zabit_vs_Kattar,186,2019-11-09,Welterweight,"SUB, Triangle, Choke",1,2:50,Abubakar Nurmagomedov,http://www.ufcstats.com/fighter-details/029e1293e609fd74,blue,4.0,1.0,0.0,1.0,2.0,0,1,0,SUB,0,0,0,0.0,0,0,2.0833333333333335,0.0,0.0,0,0,0,0.0,0.0,0.0,71.0,170.0,72.0,Orthodox
UFC_on_FUEL_TV-Mousasi_vs_Latifi,3343,2013-04-06,Middleweight,"SUB, Rear, Naked, Choke",1,3:11,Adam Cella,http://www.ufcstats.com/fighter-details/b27b8881d7444114,blue,2.0,0.0,0.0,0.0,6.0,0,1,0,SUB,0,0,0,0.0,0,0,3.0166666666666666,0.0,0.0,0,0,0,0.0,0.0,0.0,74.0,170.0,78.0,
UFC_Fight_Night-Almeida_vs_Garbrandt,1905,2016-05-29,Heavyweight,"KO/TKO, Punches",2,4:01,Adam Milstead,http://www.ufcstats.com/fighter-details/72ffecf712673af1,blue,58.0,0.0,0.0,0.0,39.0,1,0,1,TKO,0,0,0,0.0,0,0,9.0,0.0,0.0,0,0,0,0.0,0.0,0.0,75.0,205.0,76.0,Orthodox
UFC_Fight_Night-Bermudez_vs_The_Korean_Zombie,1544,2017-02-04,Heavyweight,Overturned,2,0:59,Adam Milstead,http://www.ufcstats.com/fighter-details/72ffecf712673af1,red,1.0,0.0,0.0,0.0,25.0,1,0,0,Overturned,1,1,0,251.0,0,0,5.083333333333333,9.0,9.0,0,1,0,39.0,58.0,39.0,75.0,205.0,76.0,Orthodox
UFC_222-Cyborg_vs_Kunitskaya,1035,2018-03-03,Light Heavyweight,S-DEC,3,5:00,Adam Milstead,http://www.ufcstats.com/fighter-details/72ffecf712673af1,blue,58.0,0.0,0.0,0.0,59.0,0,1,0,DEC,2,2,0,392.0,0,0,15.0,14.083333333333332,5.083333333333333,0,1,0,25.0,59.0,64.0,75.0,205.0,76.0,Orthodox
UFC_Fight_Night-Lee_vs_Iaquinta,666,2018-12-15,Light Heavyweight,"KO/TKO, Knee",1,2:59,Adam Milstead,http://www.ufcstats.com/fighter-details/72ffecf712673af1,red,10.0,0.0,0.0,0.0,35.0,0,1,1,TKO,3,2,1,287.0,1,0,2.0833333333333335,29.083333333333332,15.0,0,0,1,59.0,117.0,123.0,75.0,205.0,76.0,Orthodox
UFC_Fight_Night-Werdum_vs_Tybura,1199,2017-11-18,Heavyweight,U-DEC,3,5:00,Adam Wieczorek,http://www.ufcstats.com/fighter-details/efa1f6b42c86793c,red,42.0,0.0,0.0,1.0,32.0,1,0,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,77.0,250.0,81.0,Orthodox
UFC_Fight_Night-Poirier_vs_Gaethje,1002,2018-04-14,Heavyweight,"SUB, Omoplata",2,1:59,Adam Wieczorek,http://www.ufcstats.com/fighter-details/efa1f6b42c86793c,red,13.0,0.0,1.0,0.0,9.0,1,0,0,SUB,1,1,0,147.0,0,0,6.083333333333333,15.0,15.0,0,1,0,32.0,42.0,32.0,77.0,250.0,81.0,Orthodox
UFC_230-Cormier_vs_Lewis,753,2018-11-03,Heavyweight,U-DEC,3,5:00,Adam Wieczorek,http://www.ufcstats.com/fighter-details/efa1f6b42c86793c,red,7.0,1.0,0.0,1.0,28.0,0,1,1,DEC,2,2,0,203.0,0,0,15.0,21.083333333333332,6.083333333333333,0,1,0,9.0,55.0,41.0,77.0,250.0,81.0,Orthodox
UFC_Fight_Night-Hunt_vs_Oleinik,802,2018-09-15,Middleweight,"SUB, Arm, Triangle",2,0:42,Adam Yandiev,http://www.ufcstats.com/fighter-details/0a95c474e61a6c44,blue,1.0,0.0,0.0,0.0,35.0,0,1,0,SUB,0,0,0,0.0,0,0,5.066666666666666,0.0,0.0,0,0,0,0.0,0.0,0.0,69.0,185.0,74.0,Orthodox
UFC_on_FUEL_TV-Mousasi_vs_Latifi,3344,2013-04-06,Welterweight,U-DEC,3,5:00,Adlan Amagov,http://www.ufcstats.com/fighter-details/1e327b281ef6a745,blue,38.0,6.0,0.0,1.0,5.0,1,0,1,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,74.0,170.0,76.0,Orthodox
UFC_166-Velasquez_vs_Dos_Santos_3,3143,2013-10-19,Welterweight,"KO/TKO, Punch",1,3:00,Adlan Amagov,http://www.ufcstats.com/fighter-details/1e327b281ef6a745,blue,15.0,0.0,0.0,0.0,4.0,1,0,1,TKO,1,1,0,196.0,0,0,3.0,15.0,15.0,0,1,0,5.0,38.0,5.0,74.0,170.0,76.0,Orthodox
UFC_26-Ultimate_Field_Of_Dreams,5350,2000-06-09,Welterweight,U-DEC,2,5:00,Adrian Serrano,http://www.ufcstats.com/fighter-details/e7ec11096eac0282,red,,,,,,0,1,1,DEC,0,0,0,0.0,0,0,10.0,0.0,0.0,0,0,0,0.0,0.0,0.0,68.0,170.0,,
UFC_Fight_Night-Belfort_vs_Henderson_2,3107,2013-11-09,Lightweight,"SUB, Armbar",2,2:49,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,blue,16.0,1.0,1.0,3.0,8.0,1,0,1,SUB,0,0,0,0.0,0,0,7.066666666666666,0.0,0.0,0,0,0,0.0,0.0,0.0,70.0,155.0,72.0,Southpaw
UFC_on_FOX-Henderson_vs_Thomson,3012,2014-01-25,Lightweight,"KO/TKO, Kick",1,4:40,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,red,13.0,0.0,0.0,0.0,16.0,0,1,1,TKO,1,1,0,77.0,1,0,4.066666666666666,7.066666666666666,7.066666666666666,0,1,0,8.0,16.0,8.0,70.0,155.0,72.0,Southpaw
The_Ultimate_Fighter-Team_Edgar_vs_Team_Penn_Finale,2786,2014-07-06,Lightweight,"KO/TKO, Punch",1,2:21,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,red,9.0,0.0,0.0,0.0,13.0,1,0,0,TKO,2,1,1,162.0,0,1,2.033333333333333,11.133333333333333,4.066666666666666,1,0,1,16.0,29.0,24.0,70.0,155.0,72.0,Southpaw
UFC_Fight_Night-Bigfoot_vs_Mir,2476,2015-02-22,Lightweight,S-DEC,3,5:00,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,red,12.0,3.0,0.0,3.0,18.0,1,0,0,DEC,3,2,1,231.0,0,1,15.0,13.166666666666666,2.033333333333333,0,1,0,13.0,38.0,37.0,70.0,155.0,72.0,Southpaw
UFC_192-Cormier_vs_Gustafsson,2181,2015-10-03,Lightweight,"KO/TKO, Punch",1,1:46,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,red,3.0,0.0,0.0,0.0,4.0,1,0,0,TKO,4,3,1,223.0,0,1,1.0666666666666667,28.166666666666664,15.0,0,1,0,18.0,50.0,55.0,70.0,155.0,72.0,Southpaw
UFC_204-Bisping_vs_Henderson,1705,2016-10-08,Lightweight,S-DEC,3,5:00,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,blue,34.0,0.0,0.0,0.0,23.0,0,1,0,DEC,5,4,1,371.0,0,1,15.0,29.23333333333333,1.0666666666666667,0,1,0,4.0,53.0,59.0,70.0,155.0,72.0,Southpaw
UFC_215-Nunes_vs_Shevchenko_2,1288,2017-09-09,Lightweight,"KO/TKO, Punch",3,0:49,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1,red,16.0,0.0,1.0,0.0,26.0,0,1,1,TKO,6,4,2,336.0,1,1,10.066666666666666,44.233333333333334,15.0,0,0,1,23.0,87.0,82.0,70.0,155.0,72.0,Southpaw
UFC_-_Ultimate_Brazil,5414,1998-10-16,Middleweight,KO/TKO,1,9:00,Adriano Santos,http://www.ufcstats.com/fighter-details/c6e6926a81adcd00,blue,,,,,,0,1,0,TKO,0,0,0,0.0,1,0,9.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,
UFC_Fight_Night-Lewis_vs_Browne,1525,2017-02-19,Bantamweight,U-DEC,3,5:00,Aiemann Zahabi,http://www.ufcstats.com/fighter-details/24656ef4d605c96f,blue,44.0,0.0,0.0,1.0,64.0,1,0,1,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,68.0,135.0,68.0,Orthodox
UFC_217-Bisping_vs_St-Pierre,1223,2017-11-04,Bantamweight,"KO/TKO, Elbow",3,1:58,Aiemann Zahabi,http://www.ufcstats.com/fighter-details/24656ef4d605c96f,red,46.0,0.0,0.0,0.0,42.0,0,1,1,TKO,1,1,0,258.0,1,0,11.083333333333334,15.0,15.0,0,1,0,64.0,44.0,64.0,68.0,135.0,68.0,Orthodox
UFC_Fight_Night-Iaquinta_vs_Cowboy,477,2019-05-04,Bantamweight,U-DEC,3,5:00,Aiemann Zahabi,http://www.ufcstats.com/fighter-details/24656ef4d605c96f,red,28.0,1.0,0.0,0.0,59.0,0,1,1,DEC,2,1,1,546.0,0,1,15.0,26.083333333333336,11.083333333333334,1,0,1,42.0,90.0,106.0,68.0,135.0,68.0,Orthodox
